2153538187,-79.385496,-79.385496,en,Tue May 26 15:15:58 +0000 2015, Insta_Grahame presenting on clinical characteristics of false negative FAST examinations in Peds blunt abdo trauma http t co MrCA9uKUYk,0
2367279633,,,en,Tue May 26 17:10:58 +0000 2015,Dis Fever tune eatfood thatsmyjam JusRED G987FM jabbyjanene 3weddings JaNursing OfficerRod8037 MrGQLove JullyBlack,0
167012852,,,en,Tue May 26 17:34:40 +0000 2015, KinnonD krybae86 Bukshizzle ain t nothing like a live show Chills just thinking about it,0
939855228,,,en,Tue May 26 17:50:55 +0000 2015,Eyes are itching too much,1
371064697,,,en,Tue May 26 18:02:46 +0000 2015, juhhin It hurts and its swelling and shit Me and hmaskins are going to get it fixed tonight You can come if you want ,1
53969028,-79.375364,-79.375364,en,Tue May 26 18:15:41 +0000 2015,Rob Ford released from hospital after cancer surgery Rob Ford has been released from hospital two weeks after http t co 7eMITR3ZIq,1
314932146,,,en,Tue May 26 18:28:31 +0000 2015,Kevin GShock just wants lung cancer,0
148384260,-79.367902,-79.367902,en,Tue May 26 18:35:50 +0000 2015, MalikRiaz_ sahibcan ask anyone who knows me don t lie as fighting with blood cancer 4m last 14 years,1
2221820922,,,en,Tue May 26 18:39:38 +0000 2015, Nikhnik ugh I wish you sudden cool breezes or a temporarily impaired sense of smell ,0
53969028,-79.375364,-79.375364,en,Tue May 26 18:48:15 +0000 2015,Rob Ford discharged from hospital after cancer surgery Rob Ford former Toronto mayor and current city councillor http t co Cs4kntlR3j,1
708528918,,,en,Tue May 26 18:57:58 +0000 2015,lol i have real trauma from being on tumblr in the heydays of using social justice warrior as a pejorative,0
8094992,,,en,Tue May 26 19:14:21 +0000 2015,At 35000 feet in a state of mildly dehydrated hypoxia enhanced by an ounce of subpar sparkling wine the film ideas come thick and fast ,0
329116859,,,en,Tue May 26 19:22:51 +0000 2015, _she2wavy and sweaty amp dehydrated yo,0
603261911,,,en,Tue May 26 19:48:23 +0000 2015,Mosquito bites from yesterday are swelling up so much rn,1
1445301248,,,en,Tue May 26 21:14:25 +0000 2015,Koch bribe this Scientist with 1 5 million to deny that pollution causes climate change http t co oqQhq5mMiw,0
53969028,-79.375364,-79.375364,en,Tue May 26 21:27:37 +0000 2015,Rob Ford describes progress of cancer treatment Councillor Rob Ford says his cancer treatment is right on track http t co 2LLyejcwFR,0
917508115,,,en,Tue May 26 21:49:40 +0000 2015,Finally Calories on large chain menus New Ontario Legislation Passes to Help Reduce Smoking and Obesity Rates http t co tFpvtWasjA,0
14289092,,,en,Tue May 26 22:22:50 +0000 2015,Check out the delicious Mixteca cocktail with Hornitos Reposado tequila orange amp xocolatl mole bitters CasaSauzaTO http t co ZgBU6s06ch,0
53969028,-79.375364,-79.375364,en,Tue May 26 22:31:39 +0000 2015,Former Toronto mayor Rob Ford released from hospital after cancer surgery The controversial politician who is now http t co BdSAtPQ0Id,0
2175040966,,,en,Tue May 26 23:41:25 +0000 2015, BroConfesslons Jwhitford14 the cure for cancer will likely never be released because of the amount of money made treating it now ,0
359628169,,,en,Wed May 27 01:32:30 +0000 2015,It s so amusing at how irritated Stephen gets when I hiccup hahaha ,0
420744410,,,en,Wed May 27 01:48:40 +0000 2015,Guess what Toronto MFORMONTREAL s Bruise Cruise is back to NXNE http t co mH5z5ookPO,0
1895525953,,,en,Wed May 27 01:49:02 +0000 2015,Oops here are the cancer jokes again ,0
1711496420,,,en,Wed May 27 02:02:01 +0000 2015,CONGRATULATIONS Alloa community you raised 3 212 95 for the Heart and Stroke Foundation through our Jump Rope for Heart Event ,0
346359258,,,en,Wed May 27 02:09:16 +0000 2015, Raj28Muhammad yes i got you now but i used to be worried you got problems and infection always with you ears and in January 2013,0
65148658,,,en,Wed May 27 02:48:17 +0000 2015,Still feeling like I may puke even w this 3 goal lead ,0
3010745912,,,en,Wed May 27 03:03:37 +0000 2015,going to puke can t talk about this,0
81183910,,,en,Wed May 27 03:10:51 +0000 2015,A visually impaired student tops my school It s true that no one does it better than DPSRKPuram You deserve to be on the top DPS RKP ,0
336558283,,,en,Wed May 27 03:16:01 +0000 2015,This nigga chad has to be bipolar or something,0
377230090,,,en,Wed May 27 03:23:39 +0000 2015, Anxiety going up on a Tuesday,0
53969028,-79.375364,-79.375364,en,Wed May 27 07:36:09 +0000 2015,Cancer cases slated to climb 40 per cent by 2015 Canadian report warns The number of cancer diagnoses in Canada http t co 07BCU4OAIj,0
342615058,,,en,Wed May 27 07:36:46 +0000 2015, Between School s Out Pretty lake situation about their 22 virus infection catastrophe had nice beginning Sound insane amp curious 4 sure ,0
2280656054,,,en,Wed May 27 10:01:02 +0000 2015, kaylasaysyes I always wanted to go to Ireland being Irish and all Yes I m fine just had my yearly cancer check up ugh ,0
53969028,-79.375364,-79.375364,en,Wed May 27 10:15:08 +0000 2015,Annual number of new cancer diagnoses in Canada to rise 40 by 2030 report The annual number of new cancer http t co 12tZ88lfnM,0
494009195,,,en,Wed May 27 10:59:34 +0000 2015,Literally coughing so bad that I puke fuck this shit,1
2543131938,-75.867189,-75.867189,en,Wed May 27 11:19:12 +0000 2015, hot People Describe What Social Anxiety Feels Like http t co 26DZAeDwgv prebreak best,0
2543131938,-75.867189,-75.867189,en,Wed May 27 11:43:17 +0000 2015, hot Linux based worm turns routers into social network bots http t co cQw9pSSqZo prebreak best,0
2955518605,,,en,Wed May 27 11:46:20 +0000 2015, planetepics awwcuteness it would be my living nightmare i faint from vicinity of one but thousands have mercy ,0
1490802564,,,en,Wed May 27 12:39:53 +0000 2015,I m at a talk about diabetes and there are a bunch of medical residents here drinking fruit smoothies whatareyoudoing,0
19242382,,,en,Wed May 27 13:09:06 +0000 2015,Every Pedal Stroke Gets You Closer To Your Goals Come Spin with me RPMStudio 6 30pm tonight fitness cario legs http t co 2zh1C14v7o,0
718426369,,,en,Wed May 27 13:14:48 +0000 2015, ROMBiodiversity ROMBugs atROM Komodo Dragon shoulders Misplaced and now found Much arthritis in joints Brittle http t co TmmrpR2RII,0
122231268,,,en,Wed May 27 13:44:56 +0000 2015,Sepp Blatter sounds like a urinary tract infection,0
53969028,-79.375364,-79.375364,en,Wed May 27 14:13:41 +0000 2015,Canadian cancer statistics number of cancer diagnoses in Canada is slated to steadily climb by 40 per cent in the http t co jLgOK32Yur,0
1717415024,,,en,Wed May 27 15:22:37 +0000 2015,Fuck cancer honestly,0
127159543,,,en,Wed May 27 15:35:47 +0000 2015, ArthritisNetwrk ACEJointHealth WAutoimmuneAD Dr Mosher talks improving autoimmune arthritis care in Canada http t co SLMnzeNvlI,0
2165610353,,,en,Wed May 27 16:08:48 +0000 2015, PeelSchools Youngyus_ i just got cancer from reading ur threat ,0
2543131938,-75.867189,-75.867189,en,Wed May 27 16:37:08 +0000 2015, hot Infographic Preventing Childhood Obesity http t co El9pZvvsek prebreak best,0
197490072,,,en,Wed May 27 18:42:16 +0000 2015,Cancer Care NS says the low rate likely due to due fact colorectal screening is new and that cancer is asymptomatic NSHealth Halifax,0
197490072,,,en,Wed May 27 18:43:18 +0000 2015,It s encouraging those btw 50 and 74 to take the test 1 surgical oncologist says screening affects cancer outcome NShealth Halifax,0
2827162140,,,en,Wed May 27 18:47:24 +0000 2015, thetacollab poster at 2015CAHSPR Dr Rac Structure and Function of Stroke Units in Ontario in 2013 2014,0
53969028,-79.375364,-79.375364,en,Wed May 27 19:03:14 +0000 2015,Cystic Fibrosis advocate challenges Canadians to help raise awareness for disease Cystic Fibrosis fighter Madi http t co as4CWYRrhB,0
1944116473,,,en,Wed May 27 20:06:44 +0000 2015, cistm14 Regina LaRocque vaccine refusal not a binary phenomenon VFR high risk for refusal Main reason is lack of concern about infection,0
1944116473,,,en,Wed May 27 20:09:27 +0000 2015, cistm14 Camille Kotton tells transplant patients not to travel anywhere Yellow referring to Yellow Fever maps ,0
86554436,,,en,Wed May 27 21:58:33 +0000 2015, typoxia Ivimey I m pale and freckled and my main reason for never wanting to visit your county is skin cancer,1
138199070,,,en,Wed May 27 23:10:28 +0000 2015, _AmyAdriana shit bumps when you re fried,0
3089896211,,,en,Wed May 27 23:58:20 +0000 2015,If Tremor is going to be Mortal Kombat X then Khrome should join in the roster as well FighterOfTomorrow http t co F1R6s8XOmg,0
135742548,,,en,Wed May 27 23:58:55 +0000 2015, Bawnalicious Usually anemia which this dog had lethargy are warning signs but this dog wasn t in for regular checkups ,0
135742548,,,en,Thu May 28 00:20:57 +0000 2015, Bawnalicious a golden retriever goldens and cancer go together like bread and butter ,0
3041824644,,,en,Thu May 28 01:42:52 +0000 2015,Hope ATL gets a drought n all those aid invested transvestites get dehydrated,0
402296999,,,en,Thu May 28 01:58:33 +0000 2015,Tawni just sent me a snapchat of her arm where her mole was removed I m done with her ,1
2375863830,,,en,Thu May 28 02:14:06 +0000 2015,iCan just faint rn,0
50478521,,,en,Thu May 28 03:05:49 +0000 2015, bobbycappucino jordanmack66 MSM is bipolar,0
2381486712,,,en,Thu May 28 03:33:34 +0000 2015,that directv commercial gave me cancer,0
1095808464,,,en,Thu May 28 03:53:20 +0000 2015,The new Weeknd song bumps ,0
239982644,,,en,Thu May 28 04:34:22 +0000 2015,Pray For Graccident It Will Trigger The Demise Of The ECB And The World s Toxic Regime Of Keynesian Central Banking http t co trSPBtGAxo,0
29036253,,,en,Thu May 28 05:08:52 +0000 2015,Fuck my lice http t co XHCgj7puzE,1
2543131938,-75.867189,-75.867189,en,Thu May 28 05:15:08 +0000 2015, hot Kevin Harvick bumps Jimmie Johnson recaptures No 1 ranking http t co XjtKk1hxzw prebreak best,0
522004668,,,en,Thu May 28 06:22:17 +0000 2015, p0pson fuck that noise I stopped drinking milk when I was 4 that shit makes me puke,0
128228128,,,en,Thu May 28 11:08:06 +0000 2015,I am too young to be feeling I got arthritis ,1
2543131938,-75.867189,-75.867189,en,Thu May 28 11:13:10 +0000 2015, hot It s Not an Anxiety Dream the College Board Really Lost a Bunch of SATs http t co H5LBp4kVky prebreak best,0
53969028,-79.375364,-79.375364,en,Thu May 28 11:13:41 +0000 2015,Man arrested for suspected impaired driving after crashing into scooter A male driver is in police custody facing http t co GWXJ0qmWJX,0
199507730,,,en,Thu May 28 12:51:03 +0000 2015,Had My Finger On The Trigger Would ve Left It All Behind And Lyrics Popped Into My Head Maybe MusicSavedMyLife OnlyFuturistic ,0
20471057,,,en,Thu May 28 12:55:21 +0000 2015,Woke up to some hectic news home hitter when someone youve known forever catches breast cancer at the age of 30 Happy its detected already,0
15067342,,,en,Thu May 28 13:06:08 +0000 2015,I m so nervous for this phone interview I m gonna puke,0
898890728,,,en,Thu May 28 15:09:31 +0000 2015,Enjoy that Scurvy and Diabetes then my nigga https t co lgTcl7TQWu,0
193047598,,,en,Thu May 28 15:26:31 +0000 2015, NutriNinja if it was a normal blender I d puke but nutrininja makes it all drinkable and tasty I just need to get more ingredients ,0
905943402,,,en,Thu May 28 15:38:39 +0000 2015, MindYourGames The chips are better then the cancer stick for you,0
428533418,,,en,Thu May 28 15:53:35 +0000 2015,I swear I m always hitting road bumps but I ll find a way I always do ,0
3225490920,,,en,Thu May 28 16:08:53 +0000 2015,Trainee Shyam Garg talks about a traceable nanocarrier for targeting primary metastasis breast cancer CC_CRS2015 http t co KZ9xuq8WYI,0
37048835,,,en,Thu May 28 16:50:50 +0000 2015, MyTinehNimjeh I dunno Everything is so BIG in Texas including pollution and lack of regulations POTUS,0
64055204,,,en,Thu May 28 16:59:32 +0000 2015,Another dialysis stay under my belt lots of itching and cramping Lord have mercy ,1
1649534504,,,en,Thu May 28 17:01:07 +0000 2015,I ve been coughing for over 3 months I hope this Xray gives me an explanation,0
36631460,-73.984576,-73.984576,en,Thu May 28 17:06:08 +0000 2015,BBC creates a new Hunger Games based television show http t co WkTdngTq86,0
22049098,,,en,Thu May 28 18:09:54 +0000 2015,Brad honey Ava also survived stage 900 cancer too so there s that GH,0
2423706778,,,en,Thu May 28 18:24:24 +0000 2015,I swear coughing is just as contagious as yawning,1
246965610,,,en,Thu May 28 19:26:30 +0000 2015,P4 Dancing all night Disco Fever edition is FABULOUS Do want ,0
339520424,,,en,Thu May 28 19:39:47 +0000 2015,Saw SimonCowell on TV 1st time in years Alarming how 1 side of his face fallen mouth malfunction Stroke or Bell s palsy or Botox OD ,0
1852421952,,,en,Thu May 28 20:27:26 +0000 2015, Solving small problems has impact One day cancer will be prevented Dr Brenda Gallie TEDxDDWomen TEDWomen,0
237407168,,,en,Thu May 28 21:03:11 +0000 2015,Drive 5 always bumps,0
111657122,,,en,Thu May 28 21:29:26 +0000 2015, theelephantfly theedhenry It is worse than a disease it is a cancer of the mind and spirit OrganikChat,0
284301374,,,en,Thu May 28 22:20:20 +0000 2015,Headache,1
21030147,,,en,Thu May 28 22:45:56 +0000 2015,Anxiety creepin up in my head like ha ha this dude doesn t actually like you what did you expect ,1
1581111684,,,en,Thu May 28 23:06:48 +0000 2015, AdelaineMorin just to think that you spent time to press tht follow button on my acc it makes me want to faint please follow mee ,0
1536628508,,,en,Thu May 28 23:27:38 +0000 2015,Sec endpt cont incidence of unreported exac FEV1 fvc bmi induced sputum wbc bacteria infl med use of resp med unsched visits rsjc,0
32234696,,,en,Thu May 28 23:54:45 +0000 2015, opalsoap And queasy is good So is outraged horrified disgusted Only wanting to silence voices views we don t like isn t good ,0
944317050,,,en,Fri May 29 00:39:05 +0000 2015, WJGunning WJGunning Author artist breast cancer survivor amp aspirant to sustainable living Australia http t co 7Bi6aZzkK2,0
1506953420,,,en,Fri May 29 00:41:38 +0000 2015, ukfann00 National amp international opportunities to meet with advocates across the AYA cancer spectrum ayacsm,0
550586492,,,en,Fri May 29 00:42:41 +0000 2015, ElizabethAmy21 VisitQuito FamTimeQuito i never knew and never even heard of it before lol im geographically impaired lol,0
1506953420,,,en,Fri May 29 00:55:51 +0000 2015, EK_Drake livestrong Thx We still need that alliance opportunity across the AYA cancer spectrum ayacsm,0
350413020,-74.923397,-74.923397,en,Fri May 29 01:23:16 +0000 2015,The Mighty Casey at the bat in the Hof Plaque Room Great performance National Baseball Hall of https t co jBtP8MIlAp,0
350413020,-74.923397,-74.923397,en,Fri May 29 01:23:39 +0000 2015,The Mighty Casey at the bat in the Hof Plaque Room Great performance National Baseball Hall of https t co KNS7b138Rb,0
550586492,,,en,Fri May 29 01:44:43 +0000 2015, AlayneLangford MelissaFinn Elevians_Grrr JosephineRose__ MissMikaylaG PlayOnCanada PlayOnCa i beat cancer how bout that lol,0
550586492,,,en,Fri May 29 01:47:58 +0000 2015, Elevians_Grrr AlayneLangford MelissaFinn JosephineRose__ MissMikaylaG PlayOnCanada PlayOnCa i agree screw cancer oh wait i did ,0
377650746,,,en,Fri May 29 02:35:33 +0000 2015,Anxiety is cool,1
911565654,,,en,Fri May 29 02:40:53 +0000 2015, PeelPoliceMedia if it was a peddle bike is it still impaired driving ,0
578072389,,,en,Fri May 29 02:57:58 +0000 2015,Literal cancer http t co lpoRMnHgjh,0
492722344,,,en,Fri May 29 03:41:09 +0000 2015,Tummy hurts so bad from a combination of coughing so much and sit ups,1
3041824644,,,en,Fri May 29 05:19:00 +0000 2015,what Diabetes looks like https t co FCcu8G3SCS,0
857219396,-73.776498,-73.776498,en,Fri May 29 05:37:46 +0000 2015,We just bipolar and crazy LOL ,0
179267369,,,en,Fri May 29 05:43:24 +0000 2015,Nothing was the same still bumps,0
390575971,,,en,Wed May 20 13:45:57 +0000 2015,cancer is so accurate omg I need change http t co iMYIOMcFdW,0
1621761199,,,en,Wed May 20 13:49:27 +0000 2015,Canada s weather is seriously bipolar,0
284885422,,,en,Wed May 20 14:10:39 +0000 2015, Sarcasm in the young seems particularly perverse like cancer in the young Something has gone more than usually wrong JoyceCarolOates,0
231303954,,,en,Wed May 20 14:19:41 +0000 2015,I love deadlifting but hate the blisters that come along with it,1
612237704,,,en,Wed May 20 14:38:41 +0000 2015,Heartburn in the middle of the night ,0
2460102560,,,en,Wed May 20 16:21:20 +0000 2015, High Risk dresse le portrait de sept femmes qui pr sentent un risque lev de d velopper un cancer du sein https t co XsHDU1o5fQ,0
35131996,,,en,Wed May 20 16:22:16 +0000 2015,John about to puke milk http t co TZEcqHz70m,0
16442285,,,en,Wed May 20 17:13:07 +0000 2015,We don t refuse to treat cancer because it s not necessarily our fault we get cancer We treat it regardless bc it s going to kill us ,0
980573052,,,en,Wed May 20 17:21:45 +0000 2015, A_Mack011 best graduation present She s cancer free Congrats on graduation amp cancer free diagnosis 4 grandmother happy blessed,0
121200982,,,en,Wed May 20 17:23:26 +0000 2015,Has cancer affected your fertility Watch Kevin amp Amber s story here http t co Ms6laDUVyR 1in6 CIAW15 IVFCanada,0
53969028,-79.375364,-79.375364,en,Wed May 20 18:54:07 +0000 2015,Canadian researcher s invention helps fight anemia in the third world Who says fish has to be edible to be a http t co NjHcoHnHEN,0
68929344,,,en,Wed May 20 21:48:20 +0000 2015,Just visitEd my neighbour who is currently going through chemo and fighting stage 4 cancer amp she is more upbeat and happy than me amazing,1
3458071,,,en,Wed May 20 23:01:39 +0000 2015, mekki jeffreyarcand assuming RBC_Canada s IT knows about it may be praising them with faint damns knowledge responsibility fault,0
11365242,,,en,Wed May 20 23:18:31 +0000 2015, AirBnB doing great job at making sure Im being taken care of re cancelled booking Anxiety level subsiding as I wait for new confirmation ,0
21568650,,,en,Wed May 20 23:20:01 +0000 2015,he s very aggressively coughing loudly and at a constant pace without even covering his mouth jfc i bet he has cancer,1
2893476371,,,en,Wed May 20 23:29:49 +0000 2015,Toothache ,1
438926064,,,en,Wed May 20 23:35:57 +0000 2015,Can t decide whether I have an ear infection or a concussion Either way NoBueno,1
2273614476,,,en,Thu May 21 00:28:40 +0000 2015,2015 May 20 Hydrant Flushing Update for the City of Port Jervis go to http t co pCAQJkx9lJ,0
21568650,,,en,Thu May 21 00:51:10 +0000 2015, TonySandos the cancer with my negligence,0
474531168,,,en,Thu May 21 01:21:19 +0000 2015,I feel like celebrities pay their way thru college Cough cough Kanye west is a doctor ,0
2417630238,,,en,Thu May 21 01:29:43 +0000 2015,A3a It is a complex mix between environment and genes Important those that work w youth understand trauma plays a role BoostChat,0
2417630238,,,en,Thu May 21 01:41:58 +0000 2015,A4 It is a health issue No one ever asked anyone if their cancer is real credit to ShelbyRoweNYC for a similar tweet 2day BoostChat,0
25576281,,,en,Thu May 21 01:45:08 +0000 2015,Call him Johnny Trigger Happy JohnnyGuitar TCMParty,0
14011502,,,en,Thu May 21 02:26:15 +0000 2015, the dwarf lives until we find a cock merchant is this shit going off the rails GoTSeason5,0
341230994,-79.785768,-79.785768,en,Thu May 21 02:37:14 +0000 2015, KimmieAnastasia amnesia is another symptom ,0
341230994,-79.785618,-79.785618,en,Thu May 21 02:50:46 +0000 2015, KimmieAnastasia I had no idea that informing you of a brain tumor would result in a fuck you I apologize ,0
14852199,,,en,Thu May 21 03:04:34 +0000 2015,Actually it occurs to me that Chrono Trigger attempts the same thing with Spekkio teaching magic and it totally doesn t actually work,0
452471037,,,en,Thu May 21 03:35:55 +0000 2015, DolanGrayson its never nice in Canada The weather s so fucking bipolar,0
463462962,,,en,Thu May 21 03:44:36 +0000 2015, TAMMYSXO today wasn t a good day for me okay if you re actually nice to menot bipolar pushing me and being mean to me then DIFF STORY,0
43809578,,,en,Thu May 21 03:58:53 +0000 2015,Eddie dies in the CW_TheFlash and now reverse flash is gone Why didn t Barry save his mum Now a worm is swallowing vancouver ,0
1496435160,,,en,Thu May 21 04:01:47 +0000 2015,Hey wanna get a membership at the base Uh noo I got ring worm there once ,0
531633997,,,en,Thu May 21 10:43:36 +0000 2015,Next up the Leafs hire the Farrelly brothers to direct a rom com about the saddest fans in hockey Fever Puck https t co JfpvoDgqEj,0
940419828,-76.100126,-76.100126,en,Thu May 21 11:38:02 +0000 2015,I m rlly bipolar whoops,0
1888179656,,,en,Thu May 21 13:08:07 +0000 2015, Psychoticmist try to keep a hot compress on it until the swelling starts to go down bc they can get bigger and nastier,1
621924412,,,en,Thu May 21 13:56:32 +0000 2015,Trigger warnings safe spaces amp post traumatic stress disorder A socio cultural tour de force by HeerJeet http t co lj5BejtY7r,0
1343036322,,,en,Thu May 21 14:27:10 +0000 2015,Anorexia affects 900000 Canadians and treatment can cost 15 30K per month We learn about TheWaterstoneFoundation LIVE WhatSheSaid167,0
2373250278,,,en,Thu May 21 14:28:51 +0000 2015,Headache cramps are the best ,1
67551798,,,en,Thu May 21 14:55:49 +0000 2015,Nothing like getting out of bed and realizing how many crumbs we slept on last night Cough cough cleonard11 ,0
426518470,,,en,Thu May 21 15:15:46 +0000 2015,sakita skong pus on oy ,0
413570291,-77.623971,-77.623971,en,Thu May 21 15:25:33 +0000 2015,Today is the day that my dad goes in for surgery to remove the cancer from his body It is the https t co NLS2eQADUz,0
46261680,,,en,Thu May 21 15:38:39 +0000 2015, jaebbom amelioratedays so that I faint and go back to sleep LOL,0
377230090,,,en,Thu May 21 15:50:26 +0000 2015,So You Think You Can Titrate Your Benzodiazepine Dosage Without Experiencing Rebound Anxiety Canada,0
2147958272,,,en,Thu May 21 16:26:48 +0000 2015, YouStayClassy_ I heard somewhere that hes fat due to his cancer idkhow true but it makes sense,0
1132271988,,,en,Thu May 21 17:06:48 +0000 2015, momscheckin Coupons BeTheEnd A1 Donate to breast cancer awareness I didn t know that Thank you ,0
1031004494,,,en,Thu May 21 17:51:51 +0000 2015,Birds eye view StMikesHospital trauma bay Testing data collection for upcoming TRUST in situ simulation meded http t co fb0uY02sPU,0
57638584,,,en,Thu May 21 18:27:16 +0000 2015,Please help my daughters team reach the goal for the JDRF and TELUS walk to cure diabetes http t co SHyPAhU1OU KCCO typenone,0
138003506,,,en,Thu May 21 18:45:54 +0000 2015,My dad needs to stop swerving before I puke on him,0
1031004494,,,en,Thu May 21 19:08:47 +0000 2015, EMUofT sim team kept it real yesterday In situ stylz in StMikesHospital trauma bay anywhere nobigdeal GerhardDashi Qemerg,0
473544750,,,en,Thu May 21 19:37:20 +0000 2015,aye 5th sinus infection I ve had in a year ,1
105284185,,,en,Thu May 21 20:12:22 +0000 2015,Great CathyYoung63 piece on a campus culture that fetishizes trauma and turns survivorship into a cult http t co GKXF6mIBqS,0
2902659591,,,en,Thu May 21 20:13:11 +0000 2015, realpolitics7 TXIconoclast the whole religion should be exterminated It is like a cancer on this world,0
35593896,-79.564035,-79.564035,en,Thu May 21 20:39:14 +0000 2015,Sleeping in back of cab Drooling ,0
70956793,,,en,Thu May 21 21:02:35 +0000 2015,And today I discover one thing I passionately hate people coughing like cats ,0
1397541986,,,en,Fri May 22 00:49:05 +0000 2015, FinottiNicholas billythekid_19 least you don t have diabetes jeffydahmor_80,0
350574844,,,en,Fri May 22 00:52:09 +0000 2015, DarrellJayy CancerTerms cancer crew ,0
434430509,-78.883203,-78.883203,en,Fri May 22 01:08:52 +0000 2015,Everyday I come home from work I just need to shower so bad I got snot or baby puke on me or dirt on me depending on where I work that day,0
53969028,-79.375364,-79.375364,en,Fri May 22 01:37:09 +0000 2015,Awakening all the senses Visually impaired kids go behind the scenes at Odysseo It s been described as an http t co EWBwfbihNF,0
32886121,-79.379378,-79.379378,en,Fri May 22 02:09:55 +0000 2015,the only limits you have are the ones you set for yourself no tumor or 6 leg surgeries will stop https t co Gpb1sVc68g,0
392212308,,,en,Fri May 22 02:43:43 +0000 2015,I keep coughing,1
598813804,,,en,Fri May 22 03:08:38 +0000 2015,Might get skin cancer or something cause of how burnt my face is omg,1
417405720,,,en,Fri May 22 03:52:10 +0000 2015,My hair is so bipolar,0
1314856682,,,en,Fri May 22 03:56:50 +0000 2015,karta hey thik hey Bahot aehsan hey auske 10 baje tuk p chalu hota hy lekin announcemebt ke bad sak mart chalu ho jata hey faint awaz aati,0
356665415,,,en,Fri May 22 04:02:51 +0000 2015, nick_lobdell that fucking guy s blisters probably bench 225,0
95293461,,,en,Fri May 22 05:30:02 +0000 2015,Headache let me go to bed one time before it gets worst ,1
3189384528,,,en,Fri May 22 06:11:58 +0000 2015, MyselfAkshita u r too sweet ziyada sweet rahogi toh diabetes hojayega D,0
377650746,,,en,Fri May 22 07:09:00 +0000 2015,Anxiety attacks are the scariest and worst ever,0
400060538,,,en,Fri May 22 08:58:14 +0000 2015,Anxiety x Black Eyed Peas ,0
400060538,,,en,Fri May 22 09:00:19 +0000 2015,Lord Please Please Please Take Away My Anxiety ,1
53969028,-79.375364,-79.375364,en,Fri May 22 09:34:06 +0000 2015,A hero who fabricated a cancer diagnosis Porter Inspirational advocate with troubled past explains why she misled http t co QySxT1f2Fs,0
75886951,,,en,Fri May 22 11:20:41 +0000 2015,Am I the only one who uttered a loud WTF when krockjosh said he has BOTH photographic memory and amnesia in the same sentence TheStrain,0
237879049,,,en,Fri May 22 12:11:48 +0000 2015,Theres literally puke everywhere on my walk home today,0
48753735,,,en,Fri May 22 12:41:20 +0000 2015,US officials pushed EU to shelve action on endocrine disruptors linked to cancer and male infertility http t co 0aGodCuVQ4,0
17576145,,,en,Fri May 22 12:54:09 +0000 2015,Godfrey decries laws cramping foreign ownership of Canadianmedia while federal govt spends more with US owned Google newspapers2015,0
15066876,,,en,Fri May 22 13:13:12 +0000 2015,No Wonder Diabetes is Rampant in N America No Exercise for Most Ppl Lots of Sugar Health Care Crisis diabetes http t co CqEr10sHvB,0
1377720434,,,en,Fri May 22 14:21:29 +0000 2015,Dr Judd Moul DukeCancer to join prostate cancer faculty at our August 14 16 men s health course http t co xzehftFpam education,0
604940737,,,en,Fri May 22 14:36:29 +0000 2015, AmbaAzaad SauravDatta29 Isn t the story I m telling that male war trauma gets treatment amp respect while female rape trauma is dismissed ,0
27869191,,,en,Fri May 22 15:29:54 +0000 2015,JLP doing her best Hunger Games https t co ma4y2xMIRf,0
